frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist,exercise
14:42:16.344568,"[0.5112075805664062, 0.4236660897731781]","[0.5107325911521912, 0.6466702222824097]","[0.5258854627609253, 0.862224280834198]","[0.5147919058799744, 0.11222780495882034]","[0.5480725169181824, 0.26583200693130493]","[0.5254364609718323, 0.20639939606189728]","[0.44165152311325073, 0.4290371537208557]","[0.4237250089645386, 0.673342227935791]","[0.4134369194507599, 0.8803245425224304]","[0.41559159755706787, 0.09472738206386566]","[0.3906906843185425, 0.26615190505981445]","[0.46139198541641235, 0.23268857598304749]",squat
14:42:16.404540,"[0.5111820101737976, 0.42374804615974426]","[0.510793149471283, 0.6465649604797363]","[0.525840699672699, 0.8621134757995605]","[0.514805257320404, 0.11230374872684479]","[0.5479696989059448, 0.2659640908241272]","[0.524766206741333, 0.20679740607738495]","[0.4416326582431793, 0.42915239930152893]","[0.4237070381641388, 0.6732794642448425]","[0.41352880001068115, 0.8803379535675049]","[0.4156073033809662, 0.09488895535469055]","[0.39059731364250183, 0.26632067561149597]","[0.46124929189682007, 0.23289193212985992]",squat
14:42:16.462907,"[0.5111587643623352, 0.4237324297428131]","[0.5108350515365601, 0.6466055512428284]","[0.5257830619812012, 0.8619781136512756]","[0.5148984789848328, 0.11221858114004135]","[0.5477500557899475, 0.2661304473876953]","[0.5242079496383667, 0.20695099234580994]","[0.44162479043006897, 0.42917266488075256]","[0.4237026274204254, 0.6732978224754333]","[0.4135827124118805, 0.880336582660675]","[0.41560015082359314, 0.0949520468711853]","[0.3905024528503418, 0.26649507880210876]","[0.46116384863853455, 0.23304548859596252]",squat
14:42:16.521645,"[0.5111374258995056, 0.42367443442344666]","[0.5108802318572998, 0.646640419960022]","[0.525766909122467, 0.8618698716163635]","[0.5149726271629333, 0.11219492554664612]","[0.5475732088088989, 0.2662732005119324]","[0.5237810015678406, 0.20728304982185364]","[0.4416160583496094, 0.4291574954986572]","[0.4236948788166046, 0.6733149886131287]","[0.41365376114845276, 0.8803116083145142]","[0.4155893325805664, 0.09500414878129959]","[0.39026930928230286, 0.2666301131248474]","[0.46076521277427673, 0.2331373691558838]",squat
14:42:16.579674,"[0.5111477971076965, 0.4237077236175537]","[0.5108944177627563, 0.6466259360313416]","[0.5257777571678162, 0.8616656064987183]","[0.5149809718132019, 0.11226735264062881]","[0.5475365519523621, 0.26622632145881653]","[0.5232736468315125, 0.20776714384555817]","[0.44160667061805725, 0.42921802401542664]","[0.42368370294570923, 0.6732301712036133]","[0.4137193560600281, 0.8803220391273499]","[0.4154898226261139, 0.09509101510047913]","[0.39012229442596436, 0.2666834890842438]","[0.4603423476219177, 0.2332112342119217]",squat
14:42:16.638469,"[0.5111623406410217, 0.42373642325401306]","[0.5109252333641052, 0.6466436386108398]","[0.5257290005683899, 0.8616457581520081]","[0.5151020884513855, 0.11227535456418991]","[0.5474929213523865, 0.26619017124176025]","[0.5230599641799927, 0.2079663723707199]","[0.44159334897994995, 0.42926159501075745]","[0.42365652322769165, 0.6728376150131226]","[0.4137395918369293, 0.8802988529205322]","[0.41545650362968445, 0.09515980631113052]","[0.3900299668312073, 0.2667582035064697]","[0.460224449634552, 0.2332659661769867]",squat
14:42:16.697403,"[0.5112019181251526, 0.4240189790725708]","[0.510936975479126, 0.6466518044471741]","[0.5256504416465759, 0.8615779876708984]","[0.5152862668037415, 0.1122329905629158]","[0.5474612712860107, 0.26610636711120605]","[0.5227211713790894, 0.20844048261642456]","[0.44157907366752625, 0.42936626076698303]","[0.423627108335495, 0.6725888252258301]","[0.4137517809867859, 0.8801780343055725]","[0.4154309630393982, 0.09520388394594193]","[0.3899534046649933, 0.2668147683143616]","[0.4601282775402069, 0.2333339899778366]",squat
14:42:30.709033,"[0.5098302960395813, 0.3934176564216614]","[0.5264416337013245, 0.6317058801651001]","[0.541187584400177, 0.875568151473999]","[0.531554639339447, 0.06386679410934448]","[0.4495633840560913, 0.12000107765197754]","[0.3677355945110321, 0.13520082831382751]","[0.5030285120010376, 0.39005008339881897]","[0.5148730874061584, 0.6078322529792786]","[0.5306296944618225, 0.8021921515464783]","[0.5199130773544312, 0.09179866313934326]","[0.4421122968196869, 0.15445569157600403]","[0.3715142011642456, 0.1644384264945984]",squat
14:42:30.777061,"[0.5148847103118896, 0.39389097690582275]","[0.5277248024940491, 0.6317614316940308]","[0.5409721732139587, 0.8768944144248962]","[0.5369545817375183, 0.0666317418217659]","[0.45727041363716125, 0.11794665455818176]","[0.36805474758148193, 0.13507401943206787]","[0.5030096173286438, 0.3903404474258423]","[0.5148955583572388, 0.6073258519172668]","[0.5285002589225769, 0.8022226691246033]","[0.5199012160301208, 0.0975225493311882]","[0.4435483515262604, 0.14692489802837372]","[0.3691035211086273, 0.16437232494354248]",squat
14:42:30.837304,"[0.5176340937614441, 0.3944256603717804]","[0.5289867520332336, 0.6317603588104248]","[0.5414409041404724, 0.8769422769546509]","[0.5423091650009155, 0.0667632594704628]","[0.4634939432144165, 0.11678604781627655]","[0.3704109489917755, 0.1346520185470581]","[0.5019431710243225, 0.3908182680606842]","[0.5146082639694214, 0.6074867248535156]","[0.5257769823074341, 0.8026895523071289]","[0.5199912190437317, 0.10126159340143204]","[0.44454190135002136, 0.14713522791862488]","[0.367655873298645, 0.16397330164909363]",squat
14:42:30.895742,"[0.5184866786003113, 0.39544257521629333]","[0.5290317535400391, 0.6315568685531616]","[0.5415981411933899, 0.8769143223762512]","[0.5430589318275452, 0.06942948698997498]","[0.4615599513053894, 0.11681162565946579]","[0.37023332715034485, 0.1350066363811493]","[0.501961350440979, 0.3925664722919464]","[0.5146138668060303, 0.608927845954895]","[0.5250324606895447, 0.8076373338699341]","[0.5297684073448181, 0.10926902294158936]","[0.44050726294517517, 0.1474985033273697]","[0.36639514565467834, 0.164410799741745]",squat
14:42:30.954251,"[0.5188316106796265, 0.39776310324668884]","[0.5291987061500549, 0.6315857768058777]","[0.5417646765708923, 0.8757898807525635]","[0.5426896810531616, 0.07007601857185364]","[0.4610559046268463, 0.11714056879281998]","[0.3693429231643677, 0.13518598675727844]","[0.5020543336868286, 0.39364108443260193]","[0.5147280693054199, 0.6111909747123718]","[0.5246631503105164, 0.8094543814659119]","[0.5346227884292603, 0.10919708013534546]","[0.4392354190349579, 0.14767809212207794]","[0.3657473027706146, 0.16422612965106964]",squat
14:42:31.013859,"[0.5191056728363037, 0.3985573351383209]","[0.5297151803970337, 0.6325581073760986]","[0.5418881177902222, 0.8757814764976501]","[0.5431196689605713, 0.07004117220640182]","[0.45849424600601196, 0.11717196553945541]","[0.36641550064086914, 0.13518214225769043]","[0.5020843744277954, 0.39361074566841125]","[0.5146690607070923, 0.61113041639328]","[0.5244767665863037, 0.8090795278549194]","[0.5368569493293762, 0.10828161984682083]","[0.43890589475631714, 0.14772455394268036]","[0.3644338846206665, 0.16400359570980072]",squat
14:42:31.071452,"[0.5194386839866638, 0.39950689673423767]","[0.5298014283180237, 0.632202684879303]","[0.5421287417411804, 0.8753743767738342]","[0.5447530150413513, 0.07023043930530548]","[0.4581170380115509, 0.11711917072534561]","[0.36646270751953125, 0.1348956823348999]","[0.50190669298172, 0.3943477272987366]","[0.5146682858467102, 0.6114023923873901]","[0.5234696269035339, 0.8090588450431824]","[0.530183732509613, 0.10788769274950027]","[0.43850865960121155, 0.14649978280067444]","[0.3644599914550781, 0.16298280656337738]",squat
14:42:31.130648,"[0.519709587097168, 0.3994399607181549]","[0.5297767519950867, 0.6318085789680481]","[0.5421079397201538, 0.8753436207771301]","[0.5449041128158569, 0.07004717737436295]","[0.4576953649520874, 0.11694633960723877]","[0.36647552251815796, 0.1329253613948822]","[0.5022487044334412, 0.3943525552749634]","[0.5147770047187805, 0.611615002155304]","[0.5235033631324768, 0.8106913566589355]","[0.5347774028778076, 0.10906369984149933]","[0.4384796917438507, 0.14664357900619507]","[0.36444091796875, 0.16251009702682495]",squat
14:42:31.190345,"[0.5200670957565308, 0.39999330043792725]","[0.529755711555481, 0.6318053603172302]","[0.5420844554901123, 0.8753141164779663]","[0.5459205508232117, 0.07426290214061737]","[0.45750245451927185, 0.11643525213003159]","[0.36649003624916077, 0.1307913362979889]","[0.502551794052124, 0.39534080028533936]","[0.5155661106109619, 0.6156250834465027]","[0.5239382982254028, 0.8176321387290955]","[0.5358243584632874, 0.11656789481639862]","[0.4383040964603424, 0.14717835187911987]","[0.36382606625556946, 0.16184401512145996]",squat
14:42:31.249685,"[0.5202487707138062, 0.4002872109413147]","[0.529388964176178, 0.6317439675331116]","[0.5420704483985901, 0.8740119934082031]","[0.546514630317688, 0.07617020606994629]","[0.4574642479419708, 0.11616639047861099]","[0.366512268781662, 0.12978608906269073]","[0.5032044053077698, 0.3961774408817291]","[0.5155967473983765, 0.617153525352478]","[0.5245268940925598, 0.8184916973114014]","[0.5364041924476624, 0.12012938410043716]","[0.4383036494255066, 0.1473340094089508]","[0.3636959195137024, 0.16078905761241913]",squat
14:42:31.308851,"[0.5211597681045532, 0.39664870500564575]","[0.5271670818328857, 0.6275725960731506]","[0.5419860482215881, 0.87227863073349]","[0.547042191028595, 0.07190755009651184]","[0.45725077390670776, 0.1154862493276596]","[0.36656421422958374, 0.1294853687286377]","[0.5058345198631287, 0.3935179114341736]","[0.5147476196289062, 0.6163865923881531]","[0.5248652100563049, 0.8197602033615112]","[0.5392932295799255, 0.11949315667152405]","[0.4384795129299164, 0.14724068343639374]","[0.3637624979019165, 0.15992502868175507]",squat
14:42:31.368015,"[0.5219195485115051, 0.3963974118232727]","[0.5250862836837769, 0.6271070241928101]","[0.5417405962944031, 0.872076153755188]","[0.5477728247642517, 0.07045882195234299]","[0.4589461386203766, 0.11485093086957932]","[0.36759641766548157, 0.1294877678155899]","[0.5072071552276611, 0.3933892846107483]","[0.513023316860199, 0.610664427280426]","[0.5246558785438538, 0.813153862953186]","[0.5406937003135681, 0.11838410794734955]","[0.43957650661468506, 0.14722374081611633]","[0.3649689853191376, 0.15999452769756317]",squat
14:42:31.427304,"[0.5221831798553467, 0.3964146673679352]","[0.5197544693946838, 0.6271969079971313]","[0.5412417650222778, 0.8705213069915771]","[0.5487865805625916, 0.06590240448713303]","[0.4586823880672455, 0.11469466239213943]","[0.3684709668159485, 0.12981390953063965]","[0.5093064904212952, 0.39275386929512024]","[0.5082957148551941, 0.6062318086624146]","[0.5246921181678772, 0.8106443881988525]","[0.5436289310455322, 0.11721871048212051]","[0.44060760736465454, 0.14678634703159332]","[0.3660373091697693, 0.1600043922662735]",squat
14:42:31.487616,"[0.5225274562835693, 0.4018478989601135]","[0.5171172022819519, 0.6335346698760986]","[0.5411502122879028, 0.8705234527587891]","[0.5507045984268188, 0.06643644720315933]","[0.4608024060726166, 0.11440438777208328]","[0.3691571354866028, 0.13288041949272156]","[0.5097874402999878, 0.3963974416255951]","[0.5044892430305481, 0.6062707901000977]","[0.5245528221130371, 0.8091408610343933]","[0.5432078838348389, 0.11806096136569977]","[0.4608016014099121, 0.18015259504318237]","[0.38429367542266846, 0.27051809430122375]",squat
14:42:31.545825,"[0.5225570201873779, 0.40221869945526123]","[0.5146569609642029, 0.6379610300064087]","[0.5411060452461243, 0.8708330392837524]","[0.5513274669647217, 0.06618064641952515]","[0.4614750146865845, 0.11501603573560715]","[0.3692712187767029, 0.13646668195724487]","[0.5114372968673706, 0.3963308036327362]","[0.5021084547042847, 0.6064479947090149]","[0.5242394804954529, 0.8089756369590759]","[0.5437052845954895, 0.11657213419675827]","[0.467943400144577, 0.1870434582233429]","[0.39275556802749634, 0.2881458103656769]",squat
14:42:31.605178,"[0.5241596102714539, 0.41539788246154785]","[0.5128045082092285, 0.6439568400382996]","[0.5410707592964172, 0.8715586066246033]","[0.5518724918365479, 0.06946801394224167]","[0.4623081386089325, 0.11553477495908737]","[0.3692890405654907, 0.14345203340053558]","[0.512567400932312, 0.40376535058021545]","[0.5005614757537842, 0.6116206645965576]","[0.5242592096328735, 0.8120777010917664]","[0.54408860206604, 0.11645299941301346]","[0.46170127391815186, 0.1795005351305008]","[0.3797105848789215, 0.19904586672782898]",squat
14:42:31.664614,"[0.5316241979598999, 0.417938232421875]","[0.5076706409454346, 0.6443420052528381]","[0.5409037470817566, 0.871898889541626]","[0.5527493953704834, 0.06991767138242722]","[0.4619868993759155, 0.11794999986886978]","[0.36545759439468384, 0.1453375667333603]","[0.5184008479118347, 0.40639638900756836]","[0.49975651502609253, 0.6119996309280396]","[0.5246468782424927, 0.8133628964424133]","[0.543481171131134, 0.11686032265424728]","[0.4469662010669708, 0.15585395693778992]","[0.36489975452423096, 0.17341911792755127]",squat
14:42:31.723148,"[0.5418678522109985, 0.4349891245365143]","[0.500729501247406, 0.644112765789032]","[0.5400879383087158, 0.8717583417892456]","[0.5540145039558411, 0.08329237997531891]","[0.45877015590667725, 0.12816204130649567]","[0.3619471788406372, 0.15049031376838684]","[0.523906409740448, 0.42018967866897583]","[0.49792635440826416, 0.6177555918693542]","[0.5246829986572266, 0.8143261671066284]","[0.5419883131980896, 0.12931258976459503]","[0.44224822521209717, 0.15498733520507812]","[0.3570181131362915, 0.17253704369068146]",squat
14:42:31.783109,"[0.5471909642219543, 0.4528217911720276]","[0.49268612265586853, 0.6452118754386902]","[0.5387585163116455, 0.8731061816215515]","[0.5515841841697693, 0.1046721339225769]","[0.4516502320766449, 0.15481682121753693]","[0.35283026099205017, 0.16718418896198273]","[0.5301649570465088, 0.4333696961402893]","[0.49325835704803467, 0.6222731471061707]","[0.5226362347602844, 0.814330518245697]","[0.5333926677703857, 0.12716324627399445]","[0.460696816444397, 0.1977808177471161]","[0.3990514576435089, 0.2445121705532074]",squat
14:42:31.842136,"[0.5525405406951904, 0.48804643750190735]","[0.48141375184059143, 0.6529165506362915]","[0.5374627709388733, 0.8748821020126343]","[0.5419016480445862, 0.1425684541463852]","[0.4429904818534851, 0.18741261959075928]","[0.34554916620254517, 0.19065481424331665]","[0.5368711352348328, 0.46140843629837036]","[0.48612672090530396, 0.6214696168899536]","[0.521382749080658, 0.809809148311615]","[0.5296563506126404, 0.14409631490707397]","[0.4688982665538788, 0.2465285062789917]","[0.4060747027397156, 0.30938488245010376]",squat
14:42:31.901021,"[0.558803915977478, 0.5172901749610901]","[0.4729507565498352, 0.6689457297325134]","[0.5375112891197205, 0.8768489360809326]","[0.5368775129318237, 0.17816177010536194]","[0.436142235994339, 0.21803894639015198]","[0.3440822660923004, 0.2293747216463089]","[0.5365721583366394, 0.49501049518585205]","[0.4757941663265228, 0.6363052129745483]","[0.5213655233383179, 0.8098442554473877]","[0.5240489840507507, 0.18201377987861633]","[0.5098637342453003, 0.27190640568733215]","[0.4688287675380707, 0.33208516240119934]",squat
14:42:31.960475,"[0.5605788826942444, 0.5475523471832275]","[0.4613681435585022, 0.6802310347557068]","[0.5368363857269287, 0.87784743309021]","[0.5219507813453674, 0.22593724727630615]","[0.4199918210506439, 0.25449883937835693]","[0.33079180121421814, 0.25648024678230286]","[0.5414560437202454, 0.5272132754325867]","[0.46502748131752014, 0.6476918458938599]","[0.5216212272644043, 0.8130714297294617]","[0.525388777256012, 0.22282268106937408]","[0.5435028076171875, 0.32908493280410767]","[0.5174061059951782, 0.402454137802124]",squat
14:42:32.018944,"[0.563734769821167, 0.5902031064033508]","[0.45585548877716064, 0.6935486793518066]","[0.536206841468811, 0.8815603852272034]","[0.5173017978668213, 0.2680794298648834]","[0.41970881819725037, 0.29466569423675537]","[0.3266703486442566, 0.28857797384262085]","[0.548836886882782, 0.5681512951850891]","[0.4614117443561554, 0.6436688899993896]","[0.5188405513763428, 0.8055837750434875]","[0.5261886119842529, 0.2630693018436432]","[0.5395424962043762, 0.3576469421386719]","[0.5169832110404968, 0.4496365189552307]",squat
14:42:32.077679,"[0.5662664771080017, 0.6173288226127625]","[0.454435795545578, 0.6999439001083374]","[0.536225438117981, 0.8837647438049316]","[0.514454185962677, 0.3102460503578186]","[0.4099782705307007, 0.32784637808799744]","[0.3201684355735779, 0.3314542770385742]","[0.555942714214325, 0.5951393842697144]","[0.46325063705444336, 0.6482455134391785]","[0.5213974118232727, 0.8058390617370605]","[0.5271281599998474, 0.3045153319835663]","[0.5193741321563721, 0.34003859758377075]","[0.48955729603767395, 0.3656066954135895]",squat
14:42:32.138732,"[0.5718434453010559, 0.6476598978042603]","[0.4505339562892914, 0.7015564441680908]","[0.5355142951011658, 0.8851359486579895]","[0.5110800266265869, 0.3423283100128174]","[0.4070040285587311, 0.36390647292137146]","[0.3130442798137665, 0.3557843863964081]","[0.561305582523346, 0.6215096116065979]","[0.45958852767944336, 0.6474714279174805]","[0.5222269296646118, 0.8099856376647949]","[0.5295768976211548, 0.33189505338668823]","[0.5161842107772827, 0.39678722620010376]","[0.4716201722621918, 0.4059114158153534]",squat
14:42:32.199225,"[0.574476957321167, 0.6665810346603394]","[0.4483955204486847, 0.7045342326164246]","[0.531055748462677, 0.8846781253814697]","[0.5103477835655212, 0.3674386143684387]","[0.4061693847179413, 0.3923601508140564]","[0.31136247515678406, 0.3942677974700928]","[0.5679009556770325, 0.641106367111206]","[0.4606962502002716, 0.6554194092750549]","[0.5233958959579468, 0.8095787763595581]","[0.5297940373420715, 0.35431432723999023]","[0.49679937958717346, 0.3865119516849518]","[0.425814151763916, 0.3922670781612396]",squat
14:42:32.258534,"[0.5732714533805847, 0.6802621483802795]","[0.4493543207645416, 0.7079101800918579]","[0.5303961038589478, 0.8844716548919678]","[0.5109574794769287, 0.3885892927646637]","[0.4067971110343933, 0.412423700094223]","[0.31194883584976196, 0.420272558927536]","[0.5634744763374329, 0.6474609971046448]","[0.45701900124549866, 0.6621692180633545]","[0.5259671807289124, 0.8018823266029358]","[0.525715708732605, 0.3731333613395691]","[0.4982248842716217, 0.44297710061073303]","[0.43692243099212646, 0.5042642951011658]",squat
14:42:32.318054,"[0.573440432548523, 0.6929627656936646]","[0.4502718150615692, 0.7102128267288208]","[0.5308170914649963, 0.8846201300621033]","[0.5102506279945374, 0.4086790680885315]","[0.4062608778476715, 0.43044447898864746]","[0.3166310489177704, 0.4384930431842804]","[0.566672682762146, 0.6575784087181091]","[0.4581007957458496, 0.6676288843154907]","[0.5297577381134033, 0.8019066452980042]","[0.5266181826591492, 0.3863801062107086]","[0.498322457075119, 0.4451126754283905]","[0.43717291951179504, 0.4910103678703308]",squat
14:42:32.375845,"[0.5728236436843872, 0.7036386132240295]","[0.4496913254261017, 0.7139472365379333]","[0.5310328006744385, 0.886547863483429]","[0.5084847807884216, 0.41510552167892456]","[0.40939459204673767, 0.4439728856086731]","[0.32527753710746765, 0.4527095854282379]","[0.5685001015663147, 0.6647231578826904]","[0.45836299657821655, 0.6667935848236084]","[0.5304254293441772, 0.8000484108924866]","[0.5289014577865601, 0.39522242546081543]","[0.5217103362083435, 0.4655928611755371]","[0.47581449151039124, 0.5172613263130188]",squat
14:42:32.434301,"[0.5742289423942566, 0.7054187655448914]","[0.44980669021606445, 0.7121308445930481]","[0.5307905077934265, 0.8863993287086487]","[0.5096215009689331, 0.4153040051460266]","[0.4111596643924713, 0.4563063681125641]","[0.3248958885669708, 0.4623616933822632]","[0.5682141780853271, 0.6684995293617249]","[0.4568122327327728, 0.6747823357582092]","[0.5300219058990479, 0.7997810244560242]","[0.5267971754074097, 0.3999229073524475]","[0.49415692687034607, 0.4428994059562683]","[0.4474024772644043, 0.4779697060585022]",squat
14:42:32.493165,"[0.5739015936851501, 0.7099265456199646]","[0.44894129037857056, 0.7097598910331726]","[0.5305943489074707, 0.8855573534965515]","[0.5089755654335022, 0.42097237706184387]","[0.4106815755367279, 0.4590343236923218]","[0.32151728868484497, 0.4657958745956421]","[0.5697716474533081, 0.6735034584999084]","[0.4574844539165497, 0.6784495711326599]","[0.5314169526100159, 0.7996600270271301]","[0.526311993598938, 0.40624821186065674]","[0.5125167965888977, 0.48818352818489075]","[0.49383020401000977, 0.5763322114944458]",squat
14:42:32.552561,"[0.5737851858139038, 0.7154121994972229]","[0.44747236371040344, 0.7095898389816284]","[0.5306689739227295, 0.8854267597198486]","[0.5083615779876709, 0.42548853158950806]","[0.4096156060695648, 0.4630134105682373]","[0.3218317925930023, 0.4671540856361389]","[0.5683596730232239, 0.6767659783363342]","[0.4562908113002777, 0.6762571334838867]","[0.5334307551383972, 0.7970499992370605]","[0.5243740677833557, 0.4091182053089142]","[0.5063585638999939, 0.4749445617198944]","[0.4827185273170471, 0.5364083647727966]",squat
14:42:32.612482,"[0.5731356739997864, 0.7188668251037598]","[0.44711413979530334, 0.710027277469635]","[0.5305556654930115, 0.8852514028549194]","[0.5051278471946716, 0.4262661039829254]","[0.40741267800331116, 0.4658880829811096]","[0.32179129123687744, 0.46647560596466064]","[0.5675395727157593, 0.6766166687011719]","[0.45635923743247986, 0.6746057868003845]","[0.5335343480110168, 0.7971581816673279]","[0.5248709321022034, 0.4057004153728485]","[0.519120991230011, 0.4744180142879486]","[0.49310433864593506, 0.5437798500061035]",squat
14:42:32.671754,"[0.5727068185806274, 0.7161340117454529]","[0.4473193883895874, 0.7107567191123962]","[0.5300229787826538, 0.8843598961830139]","[0.4992806315422058, 0.4287939667701721]","[0.406212717294693, 0.46418026089668274]","[0.32215166091918945, 0.4641302227973938]","[0.5672466158866882, 0.6782051920890808]","[0.4570172131061554, 0.6768681406974792]","[0.5332576036453247, 0.7996817827224731]","[0.525323748588562, 0.40674421191215515]","[0.5163511633872986, 0.46397900581359863]","[0.48100772500038147, 0.5146517753601074]",squat
14:42:32.730489,"[0.5727150440216064, 0.7129071950912476]","[0.44710487127304077, 0.7122133374214172]","[0.5300878882408142, 0.885469913482666]","[0.49526411294937134, 0.42517367005348206]","[0.40484148263931274, 0.46390247344970703]","[0.3214668929576874, 0.46563971042633057]","[0.5681408047676086, 0.6731615662574768]","[0.457076758146286, 0.6764143705368042]","[0.5336807370185852, 0.7998220324516296]","[0.5264260768890381, 0.40228861570358276]","[0.5304237604141235, 0.4565567970275879]","[0.4955539107322693, 0.513530969619751]",squat
14:42:32.790350,"[0.5719090104103088, 0.7097789645195007]","[0.4464884102344513, 0.7126350402832031]","[0.5300759673118591, 0.8853458166122437]","[0.49143263697624207, 0.4241664707660675]","[0.4053085446357727, 0.45862650871276855]","[0.3223572373390198, 0.4608321785926819]","[0.5687933564186096, 0.6698726415634155]","[0.4573874771595001, 0.6777234673500061]","[0.5337104201316833, 0.8011270761489868]","[0.5302969217300415, 0.3990629315376282]","[0.5389609932899475, 0.4513217806816101]","[0.4947805404663086, 0.45253199338912964]",squat
14:42:32.848962,"[0.5717812180519104, 0.7040188908576965]","[0.4455297291278839, 0.713244616985321]","[0.5299682021141052, 0.8852744102478027]","[0.49394476413726807, 0.41512399911880493]","[0.403848797082901, 0.4509233236312866]","[0.31632426381111145, 0.4543613791465759]","[0.5686348080635071, 0.6660248637199402]","[0.4556054472923279, 0.6781082153320312]","[0.531885027885437, 0.8061325550079346]","[0.5281714797019958, 0.39367735385894775]","[0.5242772102355957, 0.44959545135498047]","[0.4810508191585541, 0.46074050664901733]",squat
14:42:32.907222,"[0.5716593861579895, 0.7002723813056946]","[0.44551771879196167, 0.7133597135543823]","[0.5299708247184753, 0.8852172493934631]","[0.4954789876937866, 0.40775173902511597]","[0.4044871926307678, 0.43598201870918274]","[0.31662943959236145, 0.45028814673423767]","[0.5681638717651367, 0.6645365953445435]","[0.45524293184280396, 0.6774232387542725]","[0.5293656587600708, 0.8078468441963196]","[0.5270529389381409, 0.3884374797344208]","[0.5237097144126892, 0.4682391285896301]","[0.48754602670669556, 0.5571403503417969]",squat
14:42:32.966095,"[0.571579098701477, 0.674965500831604]","[0.444927841424942, 0.7136090993881226]","[0.5299834609031677, 0.8851305246353149]","[0.4946691691875458, 0.38466382026672363]","[0.3982354998588562, 0.4080878794193268]","[0.3066592216491699, 0.42792177200317383]","[0.5677520632743835, 0.6424985527992249]","[0.45540305972099304, 0.6733064651489258]","[0.5281832218170166, 0.8083036541938782]","[0.5247403383255005, 0.3634842336177826]","[0.5228537917137146, 0.42207929491996765]","[0.4930051863193512, 0.48346301913261414]",squat
14:42:33.024825,"[0.569822371006012, 0.6526108980178833]","[0.44456809759140015, 0.7133831977844238]","[0.5301474928855896, 0.8835212588310242]","[0.49554938077926636, 0.3507162928581238]","[0.3988887667655945, 0.3815201222896576]","[0.30978959798812866, 0.3914654850959778]","[0.5624956488609314, 0.6272401213645935]","[0.45392704010009766, 0.66841721534729]","[0.5274001359939575, 0.8134336471557617]","[0.5248961448669434, 0.33282604813575745]","[0.4958808124065399, 0.36035752296447754]","[0.42272093892097473, 0.3557336926460266]",squat
14:42:33.084181,"[0.5660445094108582, 0.6309539079666138]","[0.44387590885162354, 0.7099807858467102]","[0.5302799940109253, 0.8796643614768982]","[0.4889473021030426, 0.32493194937705994]","[0.3986416161060333, 0.3486156463623047]","[0.3079157769680023, 0.35799458622932434]","[0.5613394379615784, 0.6083835959434509]","[0.4538961946964264, 0.6654740571975708]","[0.5263648629188538, 0.8136330246925354]","[0.5303804278373718, 0.3046025037765503]","[0.550993800163269, 0.3861366808414459]","[0.5130059123039246, 0.4086611866950989]",squat
14:42:33.143943,"[0.5637483596801758, 0.5969570875167847]","[0.443976491689682, 0.7049931287765503]","[0.533329427242279, 0.882378876209259]","[0.4903106987476349, 0.2909679412841797]","[0.3991710841655731, 0.3206610679626465]","[0.30960360169410706, 0.3190195858478546]","[0.5573092699050903, 0.5765076875686646]","[0.4540491998195648, 0.6625580191612244]","[0.5235012769699097, 0.8135114312171936]","[0.5301920771598816, 0.27171704173088074]","[0.5216593742370605, 0.31832095980644226]","[0.4646683931350708, 0.3326270282268524]",squat
14:42:33.202774,"[0.5625001192092896, 0.5651446580886841]","[0.44604185223579407, 0.7003142237663269]","[0.5332460999488831, 0.8818602561950684]","[0.4904845356941223, 0.25364211201667786]","[0.39975064992904663, 0.2858249545097351]","[0.3105522394180298, 0.2901149094104767]","[0.5519261956214905, 0.543507993221283]","[0.45409882068634033, 0.6574305891990662]","[0.5207183957099915, 0.8126943111419678]","[0.5278591513633728, 0.237222820520401]","[0.5439056158065796, 0.32480040192604065]","[0.5242244601249695, 0.38666170835494995]",squat
14:42:33.261986,"[0.5584286451339722, 0.5342837572097778]","[0.4513230621814728, 0.6942286491394043]","[0.533208429813385, 0.8802752494812012]","[0.49132001399993896, 0.21137796342372894]","[0.4056839048862457, 0.24543717503547668]","[0.31763753294944763, 0.25365927815437317]","[0.5479815006256104, 0.5152189135551453]","[0.4588199555873871, 0.6538172364234924]","[0.521398663520813, 0.8130923509597778]","[0.5319336652755737, 0.2096944898366928]","[0.5481430292129517, 0.32766982913017273]","[0.5475086569786072, 0.40508314967155457]",squat
14:42:33.320597,"[0.5524270534515381, 0.5089696645736694]","[0.46154358983039856, 0.680270254611969]","[0.5347498059272766, 0.8845403790473938]","[0.49204322695732117, 0.17322786152362823]","[0.40772944688796997, 0.20753280818462372]","[0.3189712464809418, 0.21408326923847198]","[0.5479603409767151, 0.490316778421402]","[0.47414636611938477, 0.6435825228691101]","[0.521443247795105, 0.8170832395553589]","[0.5370444059371948, 0.17612405121326447]","[0.5555658936500549, 0.29557323455810547]","[0.5530542731285095, 0.38532814383506775]",squat
